title,label,label_score
sinopsis drama still 17 episode 32 akhir kisah yang se jong dan shin hye sun,non-clickbait,0
sinopsis drama big episode 3 cinta pandangan pertama gong yoo  lee min jung,non-clickbait,0
sinopsis drama the last empress episode 11 shin sung rok ungkap perselingkuhannya,non-clickbait,0
sinopsis drama the last empress episode 10 liciknya rencana lee elijah,non-clickbait,0
bukan menjadi pembanding ini perbedaan komik gundala versi baru dan klasik,clickbait,1
sinopsis drama big episode 5 perpisahan gong yoo  lee min jung,non-clickbait,0
foto keluarga lisa blackpink ayah tirinya orang swiss   ibunya cantik banget,clickbait,1
para desainer berbakat italian fashin school gelar fashion show mini,non-clickbait,0
terancam hukuman mati zul zivilia mengaku amat rindu anak anaknya,non-clickbait,0
heboh  warkop dki reborn 3 jadi film pertama yang laksanakan mega premiere,clickbait,1
upi didaulat garap film jagat sinema bumilangit selanjutnya ,clickbait,1
nikita mirzani punya rumah mewah menyesal beli marmer seharga 700 juta,non-clickbait,0
kenyang pengalaman main sinetron mehnaz marinez ingin coba film layar lebar,non-clickbait,0
box office di korea bioskop indonesia tayangkan the battle roar to victory,non-clickbait,0
ruben onsu berencana ke ntt bakal urus adopsi betrand peto ,clickbait,1
bastian steel hidup dalam pergaulan bebas dan punya anak istri dalam film ini,clickbait,1
ada sosok ari tulang di gundala bisa tebak perankan siapa ,clickbait,1
dewi gita ingin bangkitkan antusiasme publik terhadap perayaan hari kartini,non-clickbait,0
9 aktris cantik yang pernah perankan karakter jelek di drama suzy   lee sung kyung,clickbait,1
sinopsis sinetron orang ketiga tayang senin 22 april 2019,non-clickbait,0
sinopsis sinetron cinta suci tayang senin 22 april 2019,non-clickbait,0
sinopsis drama big episode 9 gejolak hubungan gong yoo  lee min jung,non-clickbait,0
14 fakta menarik avengers endgame yang perlu kamu tahu sebelum nonton,clickbait,1
barbie kumalasari akui punya suara jazzy cuma bisa dinikmati yang bermusikalitas ,clickbait,1
barbie kumalasari bocorkan honor sekali tampil di tv tembus dua digit ,clickbait,1
selalu diberitakan dari sisi negatif ini pesan barbie kumalasari untuk putrinya,clickbait,1
ratna galih program bayi tabung demi dapat anak perempuan ini alasannya,clickbait,1
kekayaan barbie kumalasari kerap diragukan biarin mengurangi pajak saya kan ,clickbait,1
isu salmafina pindah agama merebak berikut 15 artis yang pernah diterpa hal serupa,clickbait,1
okie agustina mantan istri pasha ungu diperiksa polisi selama 8 jam,non-clickbait,0
rey utami  pablo terancam segera ditahan farhat abbas upayakan penangguhan,non-clickbait,0
joe taslim jadi sub zero di mortal kombat mimpi yang kini terwujud,non-clickbait,0
setelah dikecam istri andre taulany dibela lewat savetaulany  jadi trending topic,non-clickbait,0
jadi special guest minie tv bayaran vanessa angel bisa buat beli pulau ,clickbait,1
masalah semakin panjang fairuz a rafiq pernah alami kdrt dengan galih ginanjar ,clickbait,1
sinopsis film dua garis biru remaja pacaran kebablasan hingga hamil,non-clickbait,0
6 fakta xana tang bintang film mulan yang juga sahabat iqbaal ramadhan,clickbait,1
masuk gang sempit berikut 4 fakta rumah asli barbie kumalasari dan galih ginanjar,clickbait,1
pablo benua dan rey utami ditahan 12 seleb ini juga jadi korban video mulut sampah,clickbait,1
10 kolaborasi idol k pop yang nagih banget ,clickbait,1
kevin aprilio betah dengan rambut gaya emo vicy melanie risih ,clickbait,1
digrebeg di hotel bersama ridho illahi chagii amelia akui salah dan khilaf,non-clickbait,0
fico fachriza line up jicomfest 2019 yang sering muncul di film,non-clickbait,0
nonton raditya dika dan line up lain dalam jicomfest 2019 berapa harga tiketnya ,clickbait,1
taqy malik mantan salmafina sunan kembangkan bisnisnya dari saffron sampai peternakan,non-clickbait,0
unjuk gigi bareng komedian internasional mo sidik jadi lineup english show jicomfest,non-clickbait,0
istri ajun perwira ungkap salmafina sunan sudah nyaman dengan keyakinan barunya ,clickbait,1
mantan pramugari bongkar kelakuan buruk idol k pop di pesawat siapa yang terbaik ,clickbait,1
siapkan diri untuk nostalgia di film the lion king 2019,non-clickbait,0
barbie kumalasari tak penuhi pemeriksaan kepolisian begini penjelasan pengacaranya,clickbait,1
tessa mariska terseret kasus ikan asin ada apa ,clickbait,1
6 fakta sosok iyan sambiran suami nunung yang juga ditangkap karena narkoba,clickbait,1
spoiler improvindo di jicomfest 2019 mc dani jamin bakal bikin ngakak,clickbait,1
sinopsis sinetron cinta suci episode 326 tayang 23 april 2019,non-clickbait,0
sinopsis sinetron orang ketiga tayang rabu 24 april 2019,non-clickbait,0
heboh kabar video masturbasi atlet dw begini komentar mikha tambayong,clickbait,1
co working space dengan view laut pertama dan satu satunya di jakarta,clickbait,1
20 finalis siap perebutkan gelar puteri muslimah indonesia 2019 siapa juaranya ,clickbait,1
sinopsis sinetron orang ketiga tayang kamis 25 april 2019,non-clickbait,0
rumah berlapis emas dari mana sumber kekayaan muzdalifah ,clickbait,1
endgame jadi aksi pamungkas avengers begini kelanjutan marvel cinematic universe,clickbait,1
gelar show di karanganyar pandji pragiwaksono bicara soal  indonesia,non-clickbait,0
sinopsis anak langit episode 1111 1112 tayang 25 april 2019,non-clickbait,0
program spesial mnctv di bulan ramadan siraman qalbu hingga upin ipin,non-clickbait,0
gara gara air kim jae wook akhirnya cium park min young,clickbait,1
pemutaran perdana film pemenang short film pitching project 2018 bangkis dan lasagna,non-clickbait,0
sinopsis sinetron cinta buta episode 101 tayang 26 april 201,non-clickbait,0
posting foto dengan tagar proud of akad ivan gunawan sudah nikah ,clickbait,1
begini upaya kate middleton damaikan pangeran william dan pangeran harry,clickbait,1
sinopsis drama w episode 1 pertemuan pertama han hyo joo  lee jong suk,non-clickbait,0
sinopsis drama w episode 2 transisi dari dunia nyata ke komik,non-clickbait,0
sempat ulang ijab kabul ammar zoni resmi nikahi irish bella di hutan pinus lembang,non-clickbait,0
sinopsis sinetron cinta suci episode 332 tayang 29 april 2019,non-clickbait,0
sinopsis sinetron anak langit episode 1117  1118 tayang 29 april 2019,non-clickbait,0
sinopsis sinetron cinta buta tayang senin 29 april 2019,non-clickbait,0
sinopsis drama w episode 4 lee jong suk mulai temukan kebenaran,non-clickbait,0
perhitungan suara belum selesai adly fairuz dipastikan menuju gedung dpr ri,non-clickbait,0
hebat  nurul bashira puteri muslimah indonesia 2019 sabet 2 gelar sekaligus,clickbait,1
sinopsis be naturalthe untold story of alice guy blache sejarah perfilm an dunia,non-clickbait,0
gift series inovasi terbaru dan kekinian untuk investasi emas,non-clickbait,0
sinopsis drama w episode 7 hutang nyawa lee jong suk pada han hyo joo,non-clickbait,0
kedatangan seleb dan influencer di event wonderful noon gimana keseruannya ,clickbait,1
perhatian dipo latief pada nikita mirzani update usg anak   ingin biayai lahiran,non-clickbait,0
baru nikah dengan fadel islami muzdalifah dibuat naik pitam karena hal ini,clickbait,1
dengar cut tary akui 3 kali berhubungan dengan ariel begini reaksi suami,clickbait,1
sinopsis drama w episode 10 lee jong suk dijebak lakukan pembunuhan,non-clickbait,0
menangis di sungkeman syahrini   reino rosano barack beri wejangan penting ini,clickbait,1
sinopsis sinetron cinta suci tayang kamis 2 mei 2019,non-clickbait,0
7 pasangan dalam drama korea dengan chemistry paling kuat,clickbait,1
sinopsis sinetron cinta buta tayang kamis 2 mei 2019,non-clickbait,0
sinopsis sinetron cinta suci tayang jumat 3 mei 2019,non-clickbait,0
sinopsis sinetron orang ketiga tayang jumat 3 mei 2019,non-clickbait,0
tatap syahrini penuh cinta ini yang dirasakan reino barack jelang sungkeman,clickbait,1
pangeran harry beri tanda meghan markle sudah melahirkan ,clickbait,1
inilah kekayaan para bintang avengers dari terendah hingga paling tinggi,clickbait,1
sinopsis sinetron cinta buta tayang jumat 3 mei 2019,non-clickbait,0
dinner silaturahmi syahrini   reino barack digelar tanpa orangtua ada apa ,clickbait,1
sinopsis sinetron cinta buta tayang senin 6 mei 2019,non-clickbait,0
sinopsis sinetron anak langit tayang senin 6 mei 2019,non-clickbait,0
gaun pengantin mewah syahrini di gala dinner sempat muncul di fashion show,non-clickbait,0
resmi jadi ayah ini nama anak raditya dika beserta artinya,clickbait,1
7 foto balita baekhyun exo bukti dari kecil sudah punya aura seorang idol,clickbait,1
song joong ki umumkan gugat cerai song hye kyo,non-clickbait,0
ditanya kabar kehamilan syahrini semoga bulan ini mampet,non-clickbait,0
nicky tirta sudah nyaman tekuni bidang kuliner pernah bikin nastar blackpink,non-clickbait,0
sinopsis sinetron orang ketiga tayang senin 6 mei 2019,non-clickbait,0
singgung soal mantan dan ikan asin galih ginanjar memang itu faktanya,non-clickbait,0
langgar mitos usai pernikahan inikah penyebab perceraian song joong ki ,clickbait,1
sinopsis sinetron cinta suci tayang senin 6 mei 2019,non-clickbait,0
hotman paris siap dampingi fairuz a rafiq laporkan galih ginanjar ke polisi,non-clickbait,0
banjir komika favorit begini cara dapetin tiket jicomfest 2019,clickbait,1
sinopsis spider man far from home petualangan kocak   menegangkan spidey di eropa,non-clickbait,0
di bawah sengatan matahari igor saykoji  andovi da lopez tanam bibit pohon,non-clickbait,0
raffi ahmad temukan benjolan di leher harus istirahat panjang sebelum operasi,non-clickbait,0
transformasi barbie kumalasari dari pembantu di bidadari sampai perawatan 4m,non-clickbait,0
selang 4 tahun kepergian olga syahputra begini kondisi rumahnya sekarang,clickbait,1
lama tak terlihat di televisi begini kabar terbaru romy rafael,clickbait,1
gelar konser kedua chikita amanda terinspirasi dari andi rianto  erwin gutawa,non-clickbait,0
bukan zendaya penyanyi satu ini yang bakal perankan ariel little mermaid live action,clickbait,1
11 fakta zoha rahman gadis muslim berhijab di spider man far from home,clickbait,1
aksi tanam ratusan pohon candi darling hadirkan igor saykoji,non-clickbait,0
pernah nyatakan ibunya idap bipolar begini kondisi sebenarnya ibu barbie kumalasari,clickbait,1
main sinetron ali kevin bzezovski lahir dan tinggal di hutan,non-clickbait,0
3 wanita yang pernah dekat dengan diego michiels ada nikita willy juga ,clickbait,1
tya ariestya ajak buah hati hadiri the adventure of doremi land,non-clickbait,0
digrebeg di hotel aktor ftv ridho illahi berduaan dengan selebgram chagii amelia ,clickbait,1
umur 3 bulan begini wajah baby zalina anak raisa dan hamish daud sekarang,clickbait,1
inilah member bts yang punya pendapatan paling besar bias siapa nih ,clickbait,1
bakal tampil di jicomfest 2019 intip video gaya lawakan mli yang super gokil,clickbait,1
masih cinta 5 pasangan seleb indonesia yang balikan   rujuk setelah sempat cerai,clickbait,1
bakal meriahkan hijrah fest 2019 syahrini dan reino barack siapkan 5000 makanan,non-clickbait,0
alasan black widow merelakan diri di avengers endgame,clickbait,1
sinopsis sinetron anak langit episode 1140 tayang 15 mei 2019,non-clickbait,0
sinopsis sinetron cinta buta episode 125 tayang 15 mei 2019,non-clickbait,0
sinopsis sinetron cinta suci episode 354  355 tayang 15 mei 2019,non-clickbait,0
6 foto kemiripan nia ramadhani dan lisa blackpink cocok jadi kakak adik ,clickbait,1
sinopsis sinetron istri istri akhir zaman episode 10 tayang 15 mei 2019,non-clickbait,0
sinopsis sinetron orang ketiga episode 665 tayang 15 mei 2019,non-clickbait,0
crazy rich pluit  pria ini beli yacht raffi ahmad cash 4 miliar ,clickbait,1
sinopsis sinetron orang ketiga episode 664 tayang 14 mei 2019,non-clickbait,0
unggah hasil jepretan reino barack syahrini anggun di pematang sawah,non-clickbait,0
sinopsis sinetron anak langit episode 1141  1142 tayang 16 mei 2019,non-clickbait,0
3 keunikan hubungan hamish   raisa   zalina tak pernah terungkap sebelumnya,clickbait,1
sinopsis sinetron cinta buta episode 126 tayang 16 mei 2019,non-clickbait,0
sinopsis sinetron orang ketiga episode 666 tayang 16 mei 2019,non-clickbait,0
sinopsis sinetron merindu baginda nabi episode 11 tayang 16 mei 2019,non-clickbait,0
dewan juri beri pujian ke semua penampil aksi kloter 4 2019,non-clickbait,0
ela dari lampung tersingkir dari aksi kloter 5 2019,non-clickbait,0
12 potret cantik ming xi model victorias secret yang dilamar anak miliuner china,clickbait,1
wulan guritno senang geng humble glam rata sudah menikah semua,non-clickbait,0
7 artis indonesia ini rayakan waisak siapa saja ,clickbait,1
bersama lanccelot amanda rawles tampil cantik layaknya putri di negeri dongeng,non-clickbait,0
heboh  syahrini dan luna maya sepanggung bareng di shopee ramadan tv show,clickbait,1
mencoba ikhlas larissa chou kenang panggilan manis ustaz arifin ilham untuknya,non-clickbait,0
sinopsis sinetron merindu baginda nabi episode 10 tayang 15 mei 2019,non-clickbait,0
sambut ramadan 3 penyanyi muda ini berbagi kebahagiaan dengan anak anak panti asuhan,clickbait,1
kevin feige ungkap jentikan hulk tak sekedar kembalikan orang yang sudah jadi debu,non-clickbait,0
si kembar nanda nindi dari garut tersingkir dari top 18 aksi 2019,non-clickbait,0
8 fakta menarik aladdin properti pakai perhiasan asli lho,clickbait,1
luna maya  syahrini bertemu dalam satu acara melanie ricardo emosi melihatnya,non-clickbait,0
putri ahok lulus sma foto wisudanya bareng veronica tan jadi sorotan,non-clickbait,0
habis jutaan rupiah di supermarket struk belanja nikita mirzani panjang banget ,clickbait,1
indosiar siapkan berbagai program unggulan lebaran,non-clickbait,0
cowok 22 tahun dicoret dari kartu keluarga diumumkan lewat koran ,clickbait,1
6 film layar lebar ini perdana tayang di sctv untuk temani libur lebaran kamu,clickbait,1
10 idol korea yang diperkirakan berangkat wajib militer tahun depan ada bts  exo,clickbait,1
foto prewed jessica iskandar   richard kyle mandi bola pakai baju warna warni,non-clickbait,0
10 fakta vincent raditya pilot yang lisensinya dicabut karena video prank limbad,clickbait,1
di balik cantiknya syahrini saat manggung mua cuma memoles area mata,non-clickbait,0
ashton kutcher jadi saksi di persidangan kasus pembunuhan berantai,non-clickbait,0
dwayne johnson the rock bakal bergabung ke marvel cinematic universe ,clickbait,1
deretan kpop idol paling fashionable bisa contek gayanya nih ,clickbait,1
2 seleb ini jalani puasa pertama setelah putuskan jadi mualaf,clickbait,1
sinopsis drama w episode 16 happy ending yang dicari lee jong suk  han hyo joo,non-clickbait,0
sinopsis sinetron orang ketiga tayang selasa 7 mei 2019,non-clickbait,0
masih di jerman pangeran charles ungkap tak sabar kunjungi anak meghan harry,non-clickbait,0
sinopsis drama life episode 1 konflik tersembunyi di rumah sakit,non-clickbait,0
kenalan dengan mysterio sosok dalam trailer spider man far from home,non-clickbait,0
sinopsis sinetron anak langit tayang selasa 8 mei 2019,non-clickbait,0
sinopsis sinetron cinta buta tayang selasa 8 mei 2019,non-clickbait,0
sinopsis sinetron cinta suci tayang selasa 8 mei 2019,non-clickbait,0
sctv lazada hadirkan simfoni ramadan bersama andi rianto dan artis top indonesia,non-clickbait,0
sinopsis sinetron anak langit tayang selasa 7 mei 2019,non-clickbait,0
liburan ke eropa spider man punya kostum baru ,clickbait,1
alami kecelakaan mobil mantan idol ini tewas seketika,clickbait,1
sinopsis drama life episode 4 carut marut manajemen rumah sakit,non-clickbait,0
ulangi kesuksesan sinetron kun anta 3 kembali hadir di layar kaca,non-clickbait,0
fakta unik pokemon detective pikachu kini bisa ngomong seperti manusia,clickbait,1
14 selebriti hollywood ini ternyata muslim  ikut puasa di bulan ramadan,clickbait,1
sinopsis sinetron orang ketiga tayang rabu 9 mei 2019,non-clickbait,0
sinopsis sinetron cinta suci tayang rabu 9 mei 2019,non-clickbait,0
sinopsis sinetron anak langit tayang rabu 9 mei 2019,non-clickbait,0
habis kesabaran lee jeong hoon bakal laporkan haters yang hina anaknya,non-clickbait,0
sinopsis sinetron orang ketiga tayang selasa 8 mei 2019,non-clickbait,0
kim go eun resmi jadi lawan main lee min ho perankan dua karakter,non-clickbait,0
putrinya sienna wisuda marshanda foto keluarga bareng istri ben kasyafani,non-clickbait,0
sophia latjuba datang ke ulang tahun gading roy marten ungkap hubungan mereka,clickbait,1
sinopsis drama life episode 5 pertentangan batin cho seung woo,non-clickbait,0
sinopsis sinetron cinta buta tayang rabu 9 mei 2019,non-clickbait,0
hadiri new york fashion week hadiah kehormatan pemenang tresemme the runway 2019,non-clickbait,0
tumbuh dengan dua agama berbeda celine evangelista ternyata cucu pejuang muslim,non-clickbait,0
aksi 2019 top 18 kloter 3 giliran sri harus mudik ke majalengka,non-clickbait,0
ustaz arifin ilham alami masa kritis alvin faiz minta doa,non-clickbait,0
kim go eun resmi main drama bareng lee min ho netizen korea kecewa,non-clickbait,0
8 seleb indonesia ini disebut hamil duluan saat menikah ternyata hoax,clickbait,1
setelah sukses di dunia hiburan adly fairuz jualan kopi,non-clickbait,0
pemulangan jenazah ani yudhoyono dipercepat,non-clickbait,0
hengkang dari the voice setelah 16 season adam levine ada masalah ,clickbait,1
irina shayk   bradley cooper putus lady gaga penyebabnya ,clickbait,1
sederet rumor menarik tim avengers baru akan dipimpin captain marvel ,clickbait,1
rayakan idulfitri artis cilik ocean marchiano hendra undang puluhan anak yatim,non-clickbait,0
ditjen pajak sentil penjualan mukena seharga rp 35 juta marzuki alie bela syahrini,non-clickbait,0
pasca avengers endgame petinggi marvel studios sudah kantongi nama untuk fase 4,clickbait,1
8 k pop idol ini pernah mengaku naksir dengan idol lain siapa saja ,clickbait,1
penampilan dalang dari cilacap di kloter 4 panggung aksi 2019,non-clickbait,0
tak lulus smp andika kangen band ikut ujian kejar paket b di lampung,non-clickbait,0
digombalin penggemar begini reaksi malu malu jisoo blackpink,clickbait,1
5 tahun merantau di jakarta akankah fendy chow memenuhi harapan sang ibu ,clickbait,1
8 tahun bernaung di jyp entertainment soloist cantik ini memutuskan hengkang ,clickbait,1
irish bella berhijab belajar sedikit sedikit dan minta doa,non-clickbait,0
unggah video ahmad dhani bersama anak mulan jameela kangen ,clickbait,1
sempat alami pendarahan irish bella lebih berhati hati,non-clickbait,0
film bebas wujudkan harapan baim wong reuni bersama teman satu angkatan sma,non-clickbait,0
kabar agil penderita kanker di sinetron bidadari 3 kini sahabat ria ricis,non-clickbait,0
tak dapat gelar pangeran anak pangeran harry meghan akan dipanggil master archie,non-clickbait,0
baru 2 tahun anak bungsu ahmad albar sudah hafal lagu lagu god bless,non-clickbait,0
ditawari naik gaji merry masih enggan balik kerja dengan raffi ahmad,non-clickbait,0
viral video choi siwon kepedasan tembus 16 juta viewer dalam 2 hari ,clickbait,1
6 squad di drama korea ini benar benar jadi friendship goals,clickbait,1
dancer k pop terpopuler saat ini gak kalah kece dari idol ,clickbait,1
traveling ala barbie kumalasari indonesia   amerika ditempuh 8 jam,non-clickbait,0
gebby vesta tutup rapat identitas sebagai transgender tak banyak yang tahu dulu pria,non-clickbait,0
monsta x bikin para fans penasaran dengan teaser musik terbarunya,non-clickbait,0
unggah foto di liburan bts siapkan program bon voyage ,clickbait,1
menangis saat anang gantikan posisinya di indonesian idol ini alasan armand maulana,clickbait,1
ayu azhari kenalkan tarian khas suku dayak ke warga london,non-clickbait,0
heboh barbie kumalasari naik pesawat 8 jam sederet seleb ini tulis caption menyindir,clickbait,1
penghasilan verrell bramasta 3 bulan jadi youtuber bisa beli 2 mobil ,clickbait,1
selebritis yang jadi terseret jadi korban skandal bts siapa saja ,clickbait,1
kembali ke jakarta merry tolak tawaran raffi ahmad untuk bekerja dengannya lagi,non-clickbait,0
12 transformasi millendaru dari cowok cantik berdada bidang   doyan bikinian,clickbait,1
resmi diluncurkan ini gebrakan baru di festival film indonesia 2019,clickbait,1
5 film indonesia terbaru yang bikin kamu antingaret berangkat ke bioskop,clickbait,1
sambut kemerdekaan indosiar gelar konser musik dan panjat pinang kolosal,non-clickbait,0
wanda hamidah syuting film lagi setelah vakum sekaligus reuni sahabat lama,non-clickbait,0
taemin shinee akan tampil di hut rcti ke 30 shawol beruntung bisa bertemu ,clickbait,1
ini bukti sehun exo sosok religius tak banyak yang tahu,clickbait,1
achmad bakrie xvii 2019 diramaikan rio febrian dan regina ivanova,non-clickbait,0
dipenjara bareng galih ginanjar atau cerai mana yang akan dipilih barbie kumalasari ,clickbait,1
james gunn ungkap batman bakal muncul di suice squad 2 ,clickbait,1
mia khalifa buka bukaan tentang video panas berhijab diteror isis ,clickbait,1
ruben onsu ulang tahun ini 16 transformasinya dari tembem abis   segar awet muda,clickbait,1
produseri drama musikal anak iis sugianto angkat tema soal kesehatan mental,non-clickbait,0
12 artis ini pernah jadi anggota paskibra siapa saja mereka ,clickbait,1
pelukan dengan reino barack ini harga sweater syahrini yang harganya sampai 2 digit ,clickbait,1
rela panas panasan andovi da lopez tanam pohon di benteng van den bosch,non-clickbait,0
10 idola dengan rahang tajam mengiris hati kai exo sampai bobby ikon,clickbait,1
peduli keselamatan bumi kotak ikutan tanam pohon di ngawi,non-clickbait,0
joe jonas gelar pesta bertema james bond untuk rayakan ultah ke 30,non-clickbait,0
drama perceraian goo hye sun   ahn jae hyun hilangnya kepercayaan   butuh uang,non-clickbait,0
dapat izin dari suami titi kamal kembali main sinetron,non-clickbait,0
jual rumah demi shakira kediaman denada ditawar keluarga menteri dengan harga segini,clickbait,1
nia ramadhani hadiri pernikahan anak raam punjabi sebal sama bcl gara gara ini,clickbait,1
15 pasangan seleb korea yang cinlok tak berakhir bahagia putus   cerai,clickbait,1
penampilan mutia ayu di hari pernikahan dengan glenn fredly cantik bergaun putih,non-clickbait,0
selebritis marcella simon jadi mualaf didampingi cut meyriska,non-clickbait,0
terkuak  ini alasan ali syakieb   citra kirana putus bukan karena rezky aditya,clickbait,1
yuk jemput impian kamu bareng julian jacob ,clickbait,1
nama anak ditiru fans franda bayimu tak pantas pakai nama itu ,clickbait,1
tak sabar menunggu winner akan jadi penutup on off festival 2019,non-clickbait,0
dari niki hingga dewa 19 lineup wowconcert siap maksimalkan music experience kamu,non-clickbait,0
donald trump hina john legend tak berguna  chrissy teigen bermulut kotor,non-clickbait,0
hotman paris mengaku dapat panggilan gus lora begini penjelasan nu,clickbait,1
okie agustina satukan visi dengan jims honey di miss earth 2019,non-clickbait,0
inilah sederet tipe pacar yang biasa ditemui dalam drama korea,clickbait,1
dihujat dan banyak haters barbie kumalasari pilih menikmati hidup aja,non-clickbait,0
inspirasi gaya tas pinggang ala kylie jenner effortless stylish ,clickbait,1
penuh duka bunga citra lestari sampaikan salam terakhir ke mendiang bj habibie,non-clickbait,0
sandra dewi akhirnya pamer wajah mikhael moeis ganteng banget ,clickbait,1
dami kwon kakak g dragon bakal nikahi aktor kim min joon begini detailnya,clickbait,1
camila cabello dan shawn mendes pamer ciuman ala ikan konfirmasi pacaran ,clickbait,1
booming iklan mie sedaap versi choi siwon ternyata begini rasanya,clickbait,1
karena ini teuku rassya buka restoran bertema papua,clickbait,1
barbie kumalasari bakal ke amerika bareng boy william begini ceritanya,clickbait,1
barbie kumalasari  galih ginanjar dikabarkan pisah begini klarifikasi indra tarigan,clickbait,1
5 film terbaik indonesia yang nggak pernah bosan ditonton lagi apa judul favoritmu ,clickbait,1
kado pernikahan justin bieber jam tangan mewah seharga 1 miliar ,clickbait,1
18 tahun setelah kkkg kajol dan kareena kapoor satu frame lagi dan makin stunning ,clickbait,1
ini alasan robby shine mantap berbisnis pusat kebugaran,clickbait,1
halaman kapanlagi korea resmi launching isinya apa aja sih ,clickbait,1
dul jaelani napak tilas ke tempat kencan rahasia maia estianty dan ahmad dhani dulu,non-clickbait,0
rosa meldianti ikut kontes puteri indonesia lucinta luna merasa tersaingi ,clickbait,1
boyband mont sukses bikin histeris mahasiswa unj,non-clickbait,0
bukan sinetron bisnis wujudkan impian alia rosa belikan ortu rumah,non-clickbait,0
kocak  gara gara penilaian guru di masa lalu deepika padukone ancam ranveer singh,clickbait,1
luncurkan reborn web series season 3   daihatsu makin dekat dengan milenial,non-clickbait,0
keluar dari grup wa geng menteri ceria melaney ricardo  luna maya berantem ,clickbait,1
usia kehamilan hampir 6 bulan syahnaz sadiqah mulai belanja perlengkapan bayi,non-clickbait,0
umrah bareng irwan mussry maia estianty berangkat naik jet pribadi,non-clickbait,0
pengakuan atta halilintar soal berhubungan intim di hotel bersama bebby fey,clickbait,1
jelang pernikahan hailey baldwin dapat pesta bachelorette yang seru dan nakal ,clickbait,1
4 tahun pergi seperti ini kondisi makam olga syahputra,clickbait,1
7 k pop idol yang mirip karakter animasi disney j hope bts   taeyeon snsd,clickbait,1
7 pemotretan terbaru jessica iskandar   nia ramadhani bak bidadari turun dari langit,clickbait,1
ferry ardiansyah alami kecelakaan saat syuting di rumah angker,non-clickbait,0
spider man dikabarkan hengkang dari mcu begini penjelasan sony pictures,clickbait,1
cut meyriska sakit perut selama 5 tahun ini serangkaian pemeriksaan yang dilaluinya,clickbait,1
siapa sangka sampo favorit alodita ternyata ada di supermarket ,clickbait,1
google doodle tampilkan sosok chrisye lengkap dengan lilin lilin kecil,non-clickbait,0
sudah damai melaney ricardo ceritakan elza syarif sempat syok   tak bisa makan,non-clickbait,0
deretan kpop idol paling bersinar mana yang ingin kamu tonton konsernya ,clickbait,1
indonesia fashion week 2020 angkat keragaman budaya kalimantan,non-clickbait,0
uya kuya bawakan program reality show baru berjudul garis tangan,non-clickbait,0
rehabilitasi bikin badan bugar tapi jefri nichol ngaku tetap susah tidur,non-clickbait,0
trailer perempuan tanah jahanam saat tara basro ungkap misteri keluarganya,non-clickbait,0
dara warganegara super model tenar yang jadi fashion icon dan juri mmazm 2019,non-clickbait,0
ammar zoni jelaskan arti nama ayona dan ayora akan bikin monumen buat si kembar,non-clickbait,0
berhenti latihan saat azan berkumandang bts banjir pujian dari para army,non-clickbait,0
tradisi fitri handayani bersedekah jelang ulang tahun suami,non-clickbait,0
tertarik belajar sejarah anak anak ayu azhari hobi kunjungi museum,non-clickbait,0
ruben onsu disebut punya tabungan rp 27 m ini sederet sumber penghasilannya,clickbait,1
sebut dirinya masih belum berbentuk usai melahirkan sandra dewi kebanjiran protes,non-clickbait,0
peluncuran trailer gundala abimana arasatya ungkap satu fakta unik,clickbait,1
jokowi hadiri nikahan wartawan ternyata anak seleb terkenal,clickbait,1
blak blakan millendaru ngaku pernah ada urusan ranjang dengan artis inisial zl,clickbait,1
sebelum tertangkap narkoba ini deretan film jefri nichol ,clickbait,1
hampir tiga tahun pacaran rooney mara dan joaquin phoenix akhirnya bertunangan,non-clickbait,0
jennifer dunn pamer rumah baru super megah lengkap dengan kolam renang mewah,clickbait,1
fitri carlina bakal meriahkan festival cheng ho 2019 di semarang,non-clickbait,0
rio dewanto ungkap kualitas akting lucinta luna ya seperti manusia,non-clickbait,0
arumi bachsin jadi model catwalk dadakan cantik dan mempesona,non-clickbait,0
jungkook bts kirim food truck ke lokasi syuting drama cha eun woo,non-clickbait,0
irwansyah main sinetron lagi bareng chelsea olivia zaskia sungkar cemburu ,clickbait,1
10 persiapan penting sebelum masuk area jicomfest 2019,clickbait,1
sinopsis drama life episode 13 lee dong wook dipecat,non-clickbait,0
harga starter pack sekolah saaih halilintar bikin sobat miskin melongo,clickbait,1
mundur dari youtube ria ricis siap sapa penggemar di jicomfest 2019,non-clickbait,0
video adegan yang dihapus dari versi asli avengers endgame masih bikin nangis,clickbait,1
fakta mengejutkan terkuak jennifer dunn bohong soal rumah barunya ,clickbait,1
sinopsis drama life episode 15 jo seung woo oppa dijebak,non-clickbait,0
sinopsis drama life episode 14 rumitnya masalah lee dong wook,non-clickbait,0
dulu bercinta sehari 8 ronde barbie kumalasari bakal minta bilik asmara untuk galih ,clickbait,1
sosialita wanda ponika sudah pelajari dunia politik sejak sd,non-clickbait,0
kalau pandji ernest dan raditya dika sepanggung siapa paling bikin kamu ketawa ,clickbait,1
sinopsis drama rich man episode 1 pertemuan suho exo dan ha yun soo,non-clickbait,0
unggah foto makan pisang vanessa angel panen hujatan,non-clickbait,0
vanessa angel bicara soal jodoh siapa sih cowok yang mau nerima aku ,clickbait,1
ikut sarwendah ke lokasi syuting inilah hal lucu yang dilakukan betrand peto,clickbait,1
ini alasan yang bikin uus memilih untuk berhenti pakai narkoba,clickbait,1
